L438P_1	L438P_2	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6
ENSG00000164935	0	0	0	3	0	0	0	1
ENSG00000164938	1831.004	1614	1869.139	3130.371	1336.04	6958.441	1306	1751
ENSG00000164941	1630.588	1655.131	1974.729	2168.989	1320.017	1438.541	2337.237	1763.977
ENSG00000164944	2580.713	2305.687	2475.864	2835.644	1630.521	1668.112	2602.928	2204.75
ENSG00000164946	3	5	65.042	2	0	3	3	8
ENSG00000164949	84	183.999	59	161	111	280	264	63
ENSG00000164951	184	281	355.133	271	174	220	271	313
ENSG00000164953	229	176	174.999	220.002	233.001	211	237.001	289.999
ENSG00000164961	1016	1190	1422.561	1376.545	822	835.013	1307.319	1082
ENSG00000164967	173	236	298.085	265	209.003	238.854	308.808	198
ENSG00000164970	99	152	116	220	77	67	106	78.999
ENSG00000164972	2	3	2	2	0	3	0	0
ENSG00000164975	1871.917	1829.174	1801.113	2049.356	1028.006	1648.142	1738.513	1668
ENSG00000164976	27.15	23.581	45.291	62.055	27.51	24.105	39.143	23.596
ENSG00000164978	295	390.76	325	502	496	523	538.054	220.001
ENSG00000164983	62.833	192.213	159.125	178.518	303.26	519.821	458.372	89.475
ENSG00000164985	7539.647	7682.231	8409.367	7845.441	6667.937	7800.099	12133.384	9550.566
ENSG00000164989	141.001	162	230	236.012	155.001	184	209.001	158
ENSG00000165006	1457.284	1477.884	1675.001	1674.41	975	1119.078	1353.601	1293.078
ENSG00000165023	2	4	5.019	12	3.008	2	0	5
ENSG00000165025	1840.248	3920.295	5929.834	4149.762	1978.999	2338.957	5560.747	2836.2
ENSG00000165028	118	144.429	181.289	139.151	192.531	355.13	212.689	93.19
ENSG00000165029	31	15	62	42	19	27	17	17
ENSG00000165030	117	403	371	227	75	70	145	215
ENSG00000165046	96.417	130.38	167.813	102.374	68.318	88.863	143.267	98.49
ENSG00000165055	1000.422	1213.147	1290.663	1199.202	764.057	888.649	1310.725	1082.148
ENSG00000165059	2.003	0	1	2	0	0	0	0
ENSG00000165060	241.256	422.809	515.197	487.708	507.979	324.158	577.474	406.65
ENSG00000165061	0	0	0	0	0	0	0	0
ENSG00000165066	6	1	4	0	0	0	2	6
ENSG00000165071	1	7	2	1	1	3	0	0
ENSG00000165072	3	4	7.345	3	3	3	1	0
ENSG00000165076	1	2	3	4	0	1	2	1
ENSG00000165078	0	1	0	0	0	0	0	1
ENSG00000165084	5.007	2.025	8.065	3.032	6.195	6.015	1.011	4.06
ENSG00000165091	5	8	6	4	6	7	5	2
ENSG00000165092	0	3	14	1	0	0	0	1
ENSG00000165097	972.109	1009.395	913.818	807.282	547.907	553.311	745.14	736.218
ENSG00000165102	532.39	567.817	770.381	634.12	768.494	1180.674	667.419	967.378
ENSG00000165105	74.228	86.638	84.506	105.663	72.034	92.479	54.391	80.975
ENSG00000165113	74.534	127.188	116.519	137.999	58.947	153.67	181.714	133.529
ENSG00000165115	195.375	211.427	191.968	256.649	165.008	217.667	175.292	180.155
ENSG00000165118	384.599	497.042	568	498.848	364	324.315	623	415.818
ENSG00000165119	17111.13	20318.082	23497.95	22305.271	18270.74	15694.459	27214.775	21190.071
ENSG00000165120	0	0	0	0	0	0	0	0
ENSG00000165121	104.204	123.385	136.502	143.352	70.079	133.674	127.022	115.316
ENSG00000165124	12	29	79	29	9	9	29	19
ENSG00000165125	0	0	1.072	3	1	0	2	0
ENSG00000165131	0	0	0	0	0	0	0	0
ENSG00000165138	6	68	51	44.009	382	33	337	345
ENSG00000165140	1	73	5	5	0	1	2	0
ENSG00000165152	3	1	12	3	2	1	1	0
ENSG00000165156	1199.073	1243.519	1332.476	1162.886	838.827	743.728	1337.915	1215.506
ENSG00000165164	1	1	0	1	0	0	0	0
ENSG00000165168	3038.482	2846.519	3241.143	3150.209	1398	1755.626	2398.173	2385.069
ENSG00000165169	434.879	370.999	521.136	393.799	383	365.41	390.001	542.841
ENSG00000165171	1	43	21	7	2	1	29	16
ENSG00000165175	1583.792	2200.676	2489.727	1933.569	509.821	710.023	1627.314	1372.034
ENSG00000165178	5529.474	2922.405	3244.426	4063.138	1693.097	2391.858	2286.857	3622.134
ENSG00000165181	3	11	16	9	10	25	3	8
ENSG00000165182	3	3	1	4	1	2	3	4
ENSG00000165185	360.006	441	387.472	482.551	400.288	361.867	421.756	291.318
ENSG00000165186	3	3	2.005	2	4	3.013	3	5.018
ENSG00000165188	4	137	5	46.001	4	4	41	2
ENSG00000165192	2	2	1	2	2	5.077	1	3
ENSG00000165194	1	3	0	3	0	0	2	0
ENSG00000165195	510.585	542.26	524.625	821.804	424.684	579.579	611.091	646.902
ENSG00000165197	16	4	8	9	2	0	4	2
ENSG00000165202	1	0	1	0	0	2	0	0
ENSG00000165204	1	0	0	0	1	1	0	0
ENSG00000165209	3346.058	2993.858	3896.58	4249.166	3237.693	3496.221	4308.132	2924.969
ENSG00000165215	0	2	3	1	0	0	1	1
ENSG00000165219	1678.291	1856.081	1994.524	1965.795	1205.618	1523.768	1784.764	1586.536
ENSG00000165233	164.168	176.822	282.503	333.002	136.542	213.377	330.492	171.765
ENSG00000165238	1	0	1	3	4	0	0	0
ENSG00000165240	1990.147	2147.99	1785.773	1256.362	767.892	920.504	1045.429	1079.679
ENSG00000165244	327	425	476	536	624	267	891	614.009
ENSG00000165246	300.018	373.12	494.91	373.951	267.999	91	179.174	501.404
ENSG00000165259	112.01	30	156	150	106	120	36	120.071
ENSG00000165264	566.656	718.675	745.135	692.791	592.616	507.797	936.455	637.689
ENSG00000165269	0	0	5	7	1	9.314	2	1
ENSG00000165271	1343.951	1200.279	1535.338	1402.288	1347.197	869.722	1944.164	1192.101
ENSG00000165272	128	186	258	101	11	16	197.095	89
ENSG00000165275	303.31	345.969	449.623	458.898	291.503	417.741	374.985	391.001
ENSG00000165280	8233.408	8538.903	10305.513	10366.357	8284.074	7239.27	10935.25	8500.534
ENSG00000165282	786.041	842.279	941.297	941.169	662.469	694.465	753.001	732.536
ENSG00000165283	1877.407	2350.31	2487	2263	2146.445	1612	3404.547	2341.28
ENSG00000165288	2297.152	1864.032	2025.198	1946.267	1414.507	1429.06	1374	1631.278
ENSG00000165300	1.019	8.031	5.071	7.006	4.081	6.018	3.006	7.016
ENSG00000165304	872.999	1207.001	1353	1411.437	617.999	854.003	2225.02	1226.674
ENSG00000165309	0	9	12	2	0	0	0	10
ENSG00000165312	145	312	403	238	38	120	96	177.001
ENSG00000165322	620.001	945.394	845.26	726.001	466	814	555.006	1088.914
ENSG00000165323	5	3.007	3	4	1	2	3	2
ENSG00000165325	0	1	4	3	2	12	5	2
ENSG00000165338	55.001	110.999	125.999	66.001	25	94	119.008	108
ENSG00000165349	0	0	0	1	5	0	0	0
ENSG00000165355	1295.025	1542.324	1194	1262	864	700	1152.227	1086.028
ENSG00000165359	2049.465	1731.158	2180.351	2385.203	1113.002	1547.594	1391.928	1995.001
ENSG00000165370	0	0	0	0	0	0	0	0
ENSG00000165376	0	8	2	1	0	0	0	1
ENSG00000165379	1	1	0	1	4	0	0	0
ENSG00000165383	11	16	20	13	6	5	5	14
ENSG00000165389	711.296	979.942	1163.313	1043.981	604	692.958	1464.599	967.345
ENSG00000165392	1211.584	1110.783	1185.082	1317.753	1109.958	1416.203	1781.384	1129.021
ENSG00000165406	898.648	1019.566	1252.911	1106.39	885.053	1030.598	822.652	913.62
ENSG00000165409	8.007	2	18.046	8.72	8.059	3.031	8.204	7.675
ENSG00000165410	442.456	251.487	396.468	370.264	342.734	322.954	350.435	300.18
ENSG00000165416	1370.289	1768.263	1787.258	1844.695	1317.762	1421.337	2629.459	1607.759
ENSG00000165417	2392.943	1803.594	2067.804	2115.071	1067.322	1332.514	1866.749	1972.525
ENSG00000165424	18	16	90	47	19	31	32	32
ENSG00000165434	10.795	20.345	25.442	40.199	16.675	71.089	53.069	16.537
ENSG00000165443	8	10	17	6	15	18	5	0
ENSG00000165449	29	44	29	101	43	72	49	47
ENSG00000165457	6	8	3	9	9	4	13	1
ENSG00000165458	3484.071	3596.177	3414.157	3863.709	3157.998	3390.244	3554.28	3297.893
ENSG00000165462	2	0	0	0	0	0	0	2
ENSG00000165471	0	0	2	2	0	0	0	0
ENSG00000165474	7	17	52	23	2	3	11	5
ENSG00000165475	406.999	460.652	357.76	284.776	313.999	208.19	111.221	481.678
ENSG00000165476	1041.437	1004.193	1052.001	1007.157	429	697.191	888.718	940.814
ENSG00000165478	0	0	0	0	0	0	0	0
ENSG00000165480	369.068	614.726	765	848.462	348.11	507	1369.634	689.34
ENSG00000165487	908.33	1146.193	1448.924	1225.144	1052.824	869.848	1554.55	1025.362
ENSG00000165490	192.316	359.699	410.011	437	141.999	201.999	531.846	336.909
ENSG00000165494	2794.329	3316.281	3540.813	3973.878	1700.889	3359.254	3292.678	3165.346
ENSG00000165495	0	1.029	6.478	3.5	13.483	0	3	0
ENSG00000165496	1	1	2	0	0	4	0	0
ENSG00000165501	393.639	504.5	561.47	648.772	546.315	392.916	997.403	540.884
ENSG00000165502	3238.673	4475.04	4992.936	5212.485	6188.146	5178.231	4653.46	4309.871
ENSG00000165506	345	423	491.081	470	429	392	657.407	432
ENSG00000165507	535.247	98.203	162	453.235	33.08	25	107	76.053
ENSG00000165509	0	0	0	0	0	0	0	0
ENSG00000165512	1104.351	1158.448	1323.529	1226.495	877.924	1235.822	1520.421	1157.96
ENSG00000165516	689.639	631.397	741.404	795.515	976.739	756.131	612.44	717.469
ENSG00000165521	4.071	16.519	10.976	10.662	12.995	4.274	13.999	9.479
ENSG00000165525	1864.993	1911.17	2248.914	1874.4	1887.489	1641.858	1963.306	1745.211
ENSG00000165526	857.038	983.56	1014.009	1126	968.54	877.65	1093.999	850.165
ENSG00000165527	4508.7	4761	5824.036	5238.755	5146.278	3995.31	5478.552	3806.958
ENSG00000165533	42.151	102.132	120.087	85.084	160.202	75.017	90.002	84.295
ENSG00000165548	54	19	12	79	38.153	15	2.107	41
ENSG00000165553	0	1	0	2	0	0	0	9
ENSG00000165555	14	40.062	33.196	33.058	20.161	22.087	18.03	15.031
ENSG00000165556	0	3	2	3	0	0	0	0
ENSG00000165566	4.006	6.022	1	8.067	12.029	15.829	31.953	1.057
ENSG00000165568	0	0	40	6	0	0	0	0
ENSG00000165572	206.521	272.873	250.257	271.299	173.507	241.435	279.692	230.353
ENSG00000165583	0	2.008	1	1	0	0	0	1
ENSG00000165584	0	0	0	0	0	0	0	0
ENSG00000165588	1	0	0	0	0	0	0	0
ENSG00000165591	93	24	45	12	11	45	20	89
ENSG00000165606	1	0	2	3	11	1	0	0
ENSG00000165609	1103.8	2023.261	2155.215	1887.672	1270.824	1639.216	2753.012	1761.634
ENSG00000165617	200	687	343	350	7	23	61.001	290.005
ENSG00000165621	0	0	0	0	0	0	0	0
ENSG00000165623	0	0	0	0	0	0	0	0
ENSG00000165626	4	0	3.016	2	2.058	1.016	1	2.005
ENSG00000165629	3472.818	4503.519	4917.996	4452.865	3279.875	3818.621	5124.761	4051.36
ENSG00000165630	514.655	554.585	607.793	634.094	435.422	368.445	502.928	522.63
ENSG00000165632	420	491	532.215	630	346.97	311	610.006	450
ENSG00000165633	79.436	42.274	115.677	50.058	24.623	27.272	41.894	88.041
ENSG00000165637	3653.508	4738.783	4481.317	4581.952	3880.466	3952.732	5102.026	4236.879
ENSG00000165643	0	1	1	0	1	0	0	1
ENSG00000165644	165	279.001	280	294	319	294.001	422.53	278.067
ENSG00000165646	2.336	6.963	17.832	16.036	19.926	8.419	11.202	22.889
ENSG00000165650	1380.257	1711.138	1497.92	1318.684	655.231	692.848	1174.817	1343.696
ENSG00000165655	45	91	60.001	90	14	5	81	315
ENSG00000165660	774	795.053	893	927.08	496	582	928.118	670.417
ENSG00000165661	1313.003	1297.031	1233	1494.065	806	1475	1197.403	1087.579
ENSG00000165669	874.17	1103.655	1093.297	1134.143	863.177	913.902	1175.342	999.223
ENSG00000165671	3243.421	3466.49	3518.609	3983.124	2429.874	2275.558	3793.847	2874.003
ENSG00000165672	3443.278	4429.821	4861.547	4496.512	3573.82	2959.725	7265.442	4130.264
ENSG00000165675	203	307.999	382.001	335.001	179.999	194.001	340	340
ENSG00000165678	4416.741	4422.685	4418.172	4943.233	3050	3373.727	5330.025	3561.914
ENSG00000165682	0	0	4	0	0	0	0	0
ENSG00000165684	767	1027.897	978.761	991.295	1118.462	1153.009	1408.5	939.226
ENSG00000165685	7.356	13.327	8.898	13.268	5.514	23.68	9.587	9.025
ENSG00000165688	1728.419	1903.335	1788.511	2084.149	2015.638	1785.897	2406.034	1895.222
ENSG00000165689	814.001	1134.995	1154.776	1121.722	1053.756	1304.995	1825.993	1144.653
ENSG00000165694	2	1	0	1	1	1	1	3
ENSG00000165695	1	7	4	8.235	1	3.031	2	4
ENSG00000165698	30.534	48.472	73.607	35.653	48.973	62.369	35.252	55.402
ENSG00000165699	1542.832	2255.26	2176.282	2165.194	871.979	1904.328	1370.316	1703.981
ENSG00000165702	6	34.001	20.016	15.283	3.203	14.486	12.028	20.471
ENSG00000165704	1504.075	1738.409	2247.338	1724.204	2055.851	1448	2953.005	2050.696
ENSG00000165714	681.981	391.773	456.668	590.603	333.399	324.149	389.005	455.23
ENSG00000165716	49	92	80	103	148.029	97	110	109
ENSG00000165724	303.099	435.002	493.012	547	512	527	745	516
ENSG00000165730	0	24	4	9	30	1	13	4
ENSG00000165731	3	2	1	0	12	3	5	1
ENSG00000165732	4836.605	5327.579	7221.892	7252.676	4905.014	3621.783	8901.908	5399.471
ENSG00000165733	2266.71	2367.322	2822.158	2908.001	1959.569	1709.261	3284.309	2449.679
ENSG00000165752	140.999	307.377	172	220.912	43.138	166	168	67
ENSG00000165757	10	10	90.016	31	3	0	8	15
ENSG00000165762	0	2.007	2.024	0	0	1.007	0	1.003
ENSG00000165775	1084.354	1198.068	1169.461	1051.001	1241.788	1310.365	1239.403	1475.321
ENSG00000165782	698	835.092	1047.061	1035	735	945.999	930.419	763.577
ENSG00000165792	1151.921	1441.84	1635.182	1693.412	1332.773	1643.367	2164.394	1580.993
ENSG00000165794	2	1	3	1	0	1	3	2
ENSG00000165795	3.113	6.379	4	4.916	19.317	5.236	2.104	7.956
ENSG00000165799	0	0	0	1	0	0	0	1
ENSG00000165801	54	36.01	94.999	18.999	9	23	39.114	66.999
ENSG00000165802	902.233	1254.199	1089.12	1386.075	1251.13	1432.337	1669.24	1160.242
ENSG00000165804	73.077	112.001	152	109	137.999	110	98.878	146.903
ENSG00000165805	22.402	19.845	35.73	28.523	25.046	28.199	25.385	23.439
ENSG00000165806	996.997	948	1382.335	1276.673	556.001	491	787.022	800.999
ENSG00000165807	5	6	5	7	3	3	4	4
ENSG00000165810	26.265	6.584	204.631	454.322	953.643	2588.876	311.808	45.914
ENSG00000165813	1253	961	1023	1302.31	647	619.513	656	799.999
ENSG00000165816	11	15	22	11	10.9	11	1	4
ENSG00000165819	1485.047	1822.435	1522.965	2034.579	1312.272	2369.243	2091.656	2090.042
ENSG00000165821	169	273	389.001	76	235	148.243	208	263
ENSG00000165828	4.116	4.107	3.555	3.006	0	0	4.259	0
ENSG00000165832	482.056	672	721	758.065	368	464	928.005	565
ENSG00000165837	9.555	7.377	12.693	15.077	8.252	21.363	7.287	7.566
ENSG00000165841	4	0	0	1	2	2	0	2
ENSG00000165861	793.006	752	774.957	774	528.775	635.002	542.132	674.056
ENSG00000165863	2.001	1	2.002	1.372	1	2.001	2.217	0
ENSG00000165868	203	65.123	49	137.995	65	232	85	237.01
ENSG00000165874	17.3	54.526	43.435	25.893	41.196	45.264	73.682	43.364
ENSG00000165879	5	34	55.18	29	7.06	47	48.212	12.078
ENSG00000165886	37	40	74.063	67	43	47	56	90
ENSG00000165887	1	4	5	0	1	1	1	37
ENSG00000165891	1166.33	1141.529	1670.738	1686.471	1579	925	1726.81	1204.734
ENSG00000165895	81	46	158.034	175	103	202	228.984	175
ENSG00000165898	388.789	521.886	558	544.989	507.698	435.745	541	462.21
ENSG00000165899	72.001	16	28	7	80.001	6	14	3
ENSG00000165905	5	3	2	12	0	2	5	8
ENSG00000165912	34	57.012	51.001	54	41.001	81.001	59	40
ENSG00000165914	25.146	17.119	34.723	39.212	32.16	32.264	23.066	44.223
ENSG00000165915	356.003	484	513.043	548.5	462.069	521.999	394.434	445
ENSG00000165916	1613.172	2207.873	2459.136	2505.016	2038.608	1678.344	3095.445	2252.443
ENSG00000165917	3	12	3	6.007	9	5	7	8
ENSG00000165923	114	170	147.999	108.001	130	154	139	175.999
ENSG00000165929	1141.634	465.38	443.539	262.325	143.347	109.548	135.905	458.221
ENSG00000165934	2688.313	2676.907	3367.356	3185.903	2547.2	1796.519	3439.503	2542.054
ENSG00000165935	33	21	41	29.001	16	47	24	30
ENSG00000165943	590.206	971.597	985.317	1186	1173.659	732.416	826.216	940.209
ENSG00000165948	199.828	272.905	258	342.51	262	210.006	232.514	244.637
ENSG00000165949	81.41	161.001	363.126	883.713	44.999	25	53	97.486
ENSG00000165953	1	0	1	2	0	16	0	11
ENSG00000165959	1280.067	1295	456	994.077	1324.001	1602.001	935	2678.004
ENSG00000165966	0	0	0	2	0	0	0	2
ENSG00000165970	0	0	2	1	1	0	0	1
ENSG00000165972	6.6	4	0	13	7.013	5.045	4	2
ENSG00000165973	0	1	0	0	2	1	0	2
ENSG00000165983	657.001	712.413	662.193	762.222	220.476	462.027	864.001	689.043
ENSG00000165985	38	15	16	24	19.008	27	66	28
ENSG00000165995	228.108	496.795	245.194	215.261	113	111.277	176.315	148.184
ENSG00000165996	18	88.064	53.022	35	18.001	10.313	40	59.031
ENSG00000165997	2076.728	1726.493	1697.786	1878	1562.002	1491.151	1420.091	1371.763
ENSG00000166002	515.381	352.011	542.667	485	158	811.452	558.001	269.466
ENSG00000166004	1266.395	1248.316	1488.805	1620.201	877.402	1191.044	1797.389	1227.383
ENSG00000166006	1	0	0	2.149	1.131	0	1	2.305
ENSG00000166007	1	0	0	0	0	0	0	0
ENSG00000166012	3227.087	3847.748	4139.182	4299.677	3236.142	3532.103	4303.602	3306.504
ENSG00000166013	0	0	0	1	0	0	0	0
ENSG00000166016	877	268	711	507	140	78	175.158	496
ENSG00000166024	505.001	584	520.999	653.039	436	466	655	453
ENSG00000166025	60	496.475	696	254	2	6	204	560
ENSG00000166033	6	17	134	12	13	7	42	13
ENSG00000166035	7.05	5.183	7.013	5.612	3.076	2.025	6.359	5.118
ENSG00000166037	2466.787	2641.008	3010.396	3169.786	1618.169	2245.721	3329.248	2436
ENSG00000166046	118	127	137.999	170.999	51.999	142	46	71
ENSG00000166049	0	2	1	1	0	0	0	0
ENSG00000166068	139.922	305.498	347.618	250.895	151.227	118.388	95.49	381.451
ENSG00000166069	0	1	0	0	0	0	0	1
ENSG00000166073	20	20	70	41	19	9	24	23
ENSG00000166086	14.248	94.945	77.256	82.78	60.34	33.15	80.741	45.461
ENSG00000166090	0	0	0	0	0	0	0	1
ENSG00000166091	0	0	0	0	0	0	0	0
ENSG00000166104	6	27	4	18	1	35	15	6
ENSG00000166105	2.025	4.021	7.029	4.003	7.009	17.032	74.592	0
ENSG00000166106	1	1	2	2	0	0	0	0
ENSG00000166111	4.029	3.04	4.025	5.049	4.071	8.061	2.02	2.015
ENSG00000166118	0	1	2	0	0	0	0	0
ENSG00000166123	617.096	487.148	501.043	1119.069	240.999	250.205	584.67	408.123
ENSG00000166126	19.314	45.805	34.328	25.743	42.944	31.903	66.013	27.292
ENSG00000166128	4478.046	5352.178	5745.162	4650.644	2990.01	3664.023	4009.029	4501.069
ENSG00000166130	1026.11	1120.678	1021.127	1171.135	632.619	680.202	1006.706	1266.098
ENSG00000166133	296.999	342.021	386	380	263	334	505.999	336.001
ENSG00000166135	2302.35	2354.255	2719.166	2624.755	1903.024	1920.249	2285.133	2320.564
ENSG00000166136	1786.912	1809.491	2284.769	2126.117	2002.256	1802.115	2232.899	2022.359
ENSG00000166140	498.086	588.158	469.334	552.143	550.439	618.298	808.187	483.016
ENSG00000166143	1	2	0	2	0	0	0	1
ENSG00000166145	411.024	238	414	382.002	309	204.036	243.392	230
ENSG00000166147	1549	1851.373	3461.921	1139.207	671.002	741.152	1183.473	1077.002
ENSG00000166148	2.002	9.472	9.794	3.373	1.003	4.011	2.161	17.078
ENSG00000166152	0	0	0	0	0	1	0	0
ENSG00000166153	45.065	46.166	51.043	54.12	31.076	38.053	56.801	39.52
ENSG00000166159	0	2	0	3	1	1	1	0
ENSG00000166160	0	0	0	0	0	0	0	0
ENSG00000166164	1791.872	2270.91	2934.313	2539.377	1907.19	2082.627	3005.99	2434.981
ENSG00000166165	301.102	235.999	707	239.999	83	440.999	153	141.312
ENSG00000166166	222.242	286.031	324	322	497	309	458.032	329
ENSG00000166167	669	704.271	757.107	708.14	542.086	536	579.238	647.001
ENSG00000166169	708.699	874.637	862.626	899.321	581.773	832.99	741.696	839.214
ENSG00000166170	1020.759	1227.826	1402.422	1470.323	1614.394	951.389	1580.657	1178.326
ENSG00000166171	275.301	231.162	217.811	269.729	254.004	196.328	282.324	312.094
ENSG00000166173	13.034	25	68	41	197.229	154.392	47	3.006
ENSG00000166181	3559.051	3587.903	4563.471	4406.527	2961.972	2450.532	5219.36	4259.378
ENSG00000166183	1	0	2	1	1	2	1	0
ENSG00000166188	237.019	278	291	338.013	239.082	231	292	261
ENSG00000166189	531.498	562.485	627.146	568	452	419	760.582	549.01
ENSG00000166192	83	80	84.057	80.008	42	56	70	91
ENSG00000166197	3180.413	4028.109	4836.096	4622.981	4593.495	3800.079	7135.236	4299.07
ENSG00000166199	439	485.091	578	564.007	309	337.999	450	441.019
ENSG00000166200	2215.758	2627.704	2911.628	2737.891	1857.074	1867.967	3036.771	2322.823
ENSG00000166206	5	2.019	7.01	1	2	4.004	5	2.056
ENSG00000166211	1	1	6.85	0	0	0	1	9
ENSG00000166220	0	0	0	0	0	0	0	0
ENSG00000166224	455.958	623	754.972	875.147	498.981	569.49	696	651.725
ENSG00000166225	417	447.061	434.073	520	412.206	375.114	410.212	418
ENSG00000166226	3582.138	4492.939	5595.205	5277.3	4361.626	3968.451	8418.215	4848.463
ENSG00000166228	554.005	766	855.72	763.778	666.646	516.814	643.146	989.036
ENSG00000166233	2237.058	2372.155	2619.953	2850.878	1489.976	2039.702	2497.595	2168.957
ENSG00000166246	11.178	15.083	15	21.638	10.163	13.812	6	14.269
ENSG00000166250	13.01	12.012	80.033	18	13.006	20	30.059	12.008
ENSG00000166257	8.006	5	8	3	9	10.014	4	6
ENSG00000166260	787.633	1061.381	1406.911	1185.932	745.635	798.408	1447.253	1190.892
ENSG00000166261	343.097	469.999	515.001	528	338	406.016	550.079	478
ENSG00000166262	116.604	123.915	136.722	169.927	97.323	133.802	137.559	170.628
ENSG00000166263	161.999	230.738	303.252	311.999	122.687	172.007	250.188	238.886
ENSG00000166265	1	1	0	0	0	0	0	1
ENSG00000166266	1337.533	1272.001	1480.234	1355.09	980.144	923.344	1439.986	1195.01
ENSG00000166268	0	2.056	4.098	6.315	4	1	56.173	4
ENSG00000166272	951.89	1151.524	1151.555	1146.874	635.412	770.629	938.838	881.166
ENSG00000166275	202.771	258.808	335.409	282.025	288.666	305.164	318.043	279.494
ENSG00000166278	9.625	5.007	3	4.908	6.028	4.949	8.81	4.927
ENSG00000166289	211.033	340.09	332.208	346	233	377	373.016	418
ENSG00000166292	9	1	21	8	6	22.999	4	13
ENSG00000166295	3086.46	3043.929	3270.995	3344.408	2381.658	3113.118	2638.695	3070.87
ENSG00000166311	258.009	369.026	348.385	369.001	302	284.999	213.038	251
ENSG00000166313	37	147	56.016	78	321.454	272	142	19
ENSG00000166317	54.144	60.318	49.848	37.746	100.307	105.52	53.685	53.027
ENSG00000166321	195.03	191	208	214	109.005	172	210	259.999
ENSG00000166323	51.134	46.052	39.067	41.149	39.019	68.01	36.073	50.178
ENSG00000166326	3802.605	3437.442	4202.054	3865.462	2899.115	2856.671	3361.689	3425.166
ENSG00000166329	0	0	1	0	0	0	0	1
ENSG00000166333	1933.429	2213.3	2571.575	2209.746	1530.428	1742.913	2011.233	2003.511
ENSG00000166337	1062.174	1511.339	1501.519	1509.94	1376.251	1513.938	1404.355	1346.835
ENSG00000166340	3228.229	3645.455	4311.445	3720.576	2164.474	3036.419	2043.402	2564.62
ENSG00000166341	66	131.011	132	204	103	38	56	93
ENSG00000166342	66	70.001	568	488.843	229	0	35	156.999
ENSG00000166343	69	115.884	88.969	127.928	93.997	146.972	100	126.957
ENSG00000166347	573.808	967.197	978.919	875.512	881.607	1098.587	863.969	440.352
ENSG00000166348	257.729	265.049	344.095	298.679	229.765	200.663	310.661	314.138
ENSG00000166349	12	7	24	22	1	5	3	19
ENSG00000166351	0	0	0	0	0	0	0	0
