JL5-1	JL5-2	JL5-3	JL12-1	JL12-2	JL12-3	MADV1	MADV2	MADV3	MADC1	MADC2	MADC3	808-1	808-2	808-3	MD1-1	MD1-2	MD1-3	MD5-1	MD5-2	MD5-3
ENSG00000179195	12198.584	11667.82	8903.996	9705.397	7429.279	14066.408	8808.653	13227.23	10833.178	10616.858	12087.904	9388.642	14896.294	8304.273	10212.542	7878.731	7373.042	8439.635	12948.175	12006.571	14541.394
ENSG00000179213	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0
ENSG00000179218	98379.144	96219.336	105796.251	75761.344	108765.431	58610.741	127621.116	139911.053	91662.167	95528.593	75033.657	100190.281	74458.532	62490.11	83289.235	83581.041	89207.945	94771.205	46945.713	49731.209	70675.245
ENSG00000179222	17283.073	16553.732	12191.885	14326.432	15482.447	24048.924	16886.673	22399.68	15786.556	11308.001	25714.433	14766.117	19343.907	11820.283	11633.247	12782.944	11818.717	13446.249	11498.91	11175.76	13061.836
ENSG00000179240	801.003	1136.01	898.003	703.001	1139.011	1251.196	738.002	1175.073	981.085	733	1207.192	934.022	795.002	994.003	705.067	599.999	579.052	649.391	817.999	760.999	724.999
ENSG00000179241	3204.833	3430.693	3346.603	2701.489	2386.027	3271.411	2727.85	3614.658	2794.452	2931.157	4192.304	3322.585	3660.92	2476.947	3380.72	2609.877	2891.75	3489.923	2384.275	2849.347	2632.006
ENSG00000179242	979.218	1071.137	642.996	826.255	710.265	1368.543	540.711	698.204	730.589	497.812	626.334	590.096	454.184	436.241	344.974	652.486	860.027	856.472	273.406	286.077	302.236
ENSG00000179256	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179262	11597.524	8856.618	4777.884	9488.245	8480.542	10548.903	9142.803	14443.938	10802.359	9398.446	9274.712	6868.855	9362.989	9731.578	6442.814	5787.143	6887.238	7069.706	8096.539	6799.91	8620.714
ENSG00000179270	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000179271	7294.628	7546.09	6833.971	6210.826	7537.083	6829.408	8541.191	10791.798	8058.488	8984.694	6876.103	7160.686	7918.864	6720.103	7294.182	5896.189	6680.938	7799.552	6266.469	6003.927	7498.658
ENSG00000179277	195.063	286.403	268.098	138.832	232.33	415.348	191.542	275.705	279.865	132.887	298.017	224.833	173.657	170.966	131.385	138.845	170.144	235.737	203.808	203.287	195.362
ENSG00000179284	19	8	17	12	14	34	7	25	21	3	35	7	21	14	7	6	13	9	10	8	13
ENSG00000179292	132.101	193	229	77	110	245	86	182.002	212	126	173.037	122.029	74	74	28	147	171	95	89.085	111	99
ENSG00000179295	20241.967	20963.574	17293.086	14799.17	17311.44	14162.449	18520.225	26337.782	19066.484	15634.97	17485.142	18864.53	15047.771	16692.304	15932.67	19155.548	18411.686	19793.645	14706.466	12855.948	16305.811
ENSG00000179299	4523.289	4347.401	1874.001	3778.922	3013.262	3392.747	2500.939	4900.559	3826.337	2622.592	4778.684	2856.571	3808.592	4213.238	2204.603	2646.721	2574.001	2930.299	3601.703	2622.576	3360.358
ENSG00000179300	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179304	1662.209	1924.89	1709.459	1552.636	1805.404	1666.258	1870.259	2608.001	1764.443	1664.815	2088.906	1686.12	1604.723	1171.633	1359.516	1006.901	954.002	1404.929	957.163	1310.084	1402.512
ENSG00000179314	7110.9	5363.593	4775.001	5346.276	5879.049	7018.007	6596.351	7647.926	4624.077	6101.049	4265.799	4754.789	6221.119	5796.496	3026.722	4047.553	4214.39	3206.169	6641.182	4470.886	5844.642
ENSG00000179331	524	609.355	666.414	436	630.157	498.061	741.071	1023	863.788	386.023	778.323	675.067	383	538	351	400.178	476.311	433	404	319.338	385.123
ENSG00000179335	4583.361	3968.659	2955.234	3977.773	3071.668	2573.001	2925.386	5378.897	2899.001	3386.35	3882.37	2914.952	3952.483	3160.001	2799.163	2787.918	2752.646	2379.329	3444.128	1946	2994.927
ENSG00000179342	0	0	0	0	0	1	0	1	1	1	1	0	0	2	0	0	1	0	0	0	0
ENSG00000179344	397.552	297	136	386.33	285.027	1124.87	0	0	0	0	0	0	3478.539	2852.124	2275.763	12	39	42	0	0	0
ENSG00000179348	29	32	30	14	16	12	15	31	15	103	46	20	427.999	111	247.012	99.007	58	52	46	39	55
ENSG00000179361	19510.541	24728.579	25763.584	15988.073	21867.525	19982.189	21597.457	31285.463	24478.372	15806.754	20965.812	24583.482	16479.316	16760.934	19246.108	20775.269	21808.207	22811.933	19227.072	19119.658	21712.25
ENSG00000179362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
ENSG00000179363	98.155	39	8	110	69	58	40	53	52	20	36.001	10	34	31	15	30	19	26	10	18	10
ENSG00000179364	3874.154	4943.297	4589.137	3429.099	4645.135	6054.595	5310.817	6719.992	5623.5	6810.186	6794.392	6192.648	5512.971	6038.433	4186.167	4213.268	5120.001	5109.455	5748.3	5234.299	5554.29
ENSG00000179381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179387	4606.164	4081.862	2804	3532.052	3602.32	4736.641	3511.21	4760.481	4212.072	3401.649	4925.346	3584.443	4094.026	3677.803	2567.186	3182.76	3168.623	3408.414	4082.961	3193.01	3439.625
ENSG00000179388	22	4	6	6	13	6	16	96	90	34	503.113	19	1	5	0	7	14	1	6	1	0
ENSG00000179397	1	2	1	5	4	25	11	2	16	16.999	5	6	12	18	16	11	10	11.999	26.999	21	7
ENSG00000179399	19	15	11	28	23	16	12	36	26	9	18	17	14	8	4	8	8	12	3	6	4
ENSG00000179403	1995.255	3360.402	6134.811	1318.003	3357.001	2436.337	5199.857	5798.073	4640.867	4556.599	4192.852	5668.626	2225.041	2483.048	2531.059	4926.182	6163.652	4363.78	2334	2488.539	2694.502
ENSG00000179407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179409	3260.473	4483.926	5681.069	2479.092	4083.183	4429.073	5707.399	7200.242	5987.703	4644	5130.314	7550.07	4098.237	3870.422	4782.831	5096.247	5699.28	5955.798	4125.595	4418.801	4964.591
ENSG00000179412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179431	884.249	1089.699	2517.567	690.031	1190.971	1015.05	1646.407	1517.002	1376.141	1493.14	2179.166	1662.83	1205	657.09	857	1008.171	878.061	870	784.773	759.023	759
ENSG00000179443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179454	2060.313	1914.099	933	1575.021	1290.224	1569.282	1147.031	2101.146	1499.001	1036.059	1713.246	1333.189	1191.062	1516.141	1127.408	1171.788	1389	1452.999	1445.99	1052.04	1052.015
ENSG00000179455	0	0	0	2	1	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000179456	2189.638	1823.754	1179	2016.924	1803.769	3538.358	1806.232	2598	1866	2237.339	2438.55	1459.11	2104.609	2328.783	1871.192	1437.03	1605.092	1695.548	2448.082	1927.559	2425.588
ENSG00000179460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179476	1011.134	713	321	757.219	602.161	714.97	633.131	1268.001	849	506.067	706.582	472.05	500.303	692	301.115	260.064	288.015	311.063	510.033	334.999	450.047
ENSG00000179477	16	29	13	10	16	23	11	11.999	6	25.999	27	12.001	28	29.001	17	6	16	7	31.001	31	14
ENSG00000179520	1	11	5	7	7	6	14	12	13	5	17	12	7	0	1	9	11	13	2	1	3
ENSG00000179526	3345.095	3867.715	3004.138	3098.702	4003.517	3888.527	3941.441	4553.285	3519.142	3581.5	3539.507	2902.225	3315.845	3235.963	2802.293	2379.345	2542.72	2619.564	2619.101	2357	2876.294
ENSG00000179528	7	20	0	3	5	2	2	4	9	19	7	5	23	17	8	5	14	7	19	27	19
ENSG00000179532	873.002	841.324	376.763	801.858	751	1162.159	675.001	2297.119	958.212	945.105	1506.758	954.001	1068.054	2094.044	741.047	716.005	601.001	583.001	870.395	609	748.046
ENSG00000179542	471	583	427	550	726.048	1456	1083.001	1781.216	1203.22	553.046	1402.892	961.047	589	872.38	557.037	806.039	1007.059	696	669	533	612
ENSG00000179546	57	96.046	135	49	69	127	47	69	74	174	415	53	115	411	119	111	423	62	218	143.016	141
ENSG00000179562	2050.329	2566.363	1809	1517	1698.008	1790.057	1988.089	2593.001	1872.011	1380.325	2089.318	2247.077	1377.004	1208.238	1417.644	1489.207	1537.157	1639.136	1220.082	1301	1366
ENSG00000179564	2	4	5	5	14	13	12	12	7	8	14	3	30	32	20	15	50	27	42	45	45
ENSG00000179571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000179580	0	0	2	0	2	0	1	2	2	2	0	1	1	0	4	0	3	0	0	3	2
ENSG00000179583	35.004	33	26	27.004	21	34	33	58.007	67	13	32	32	15.002	15	32	18	11	36.019	30	18.006	23
ENSG00000179588	541.209	650.014	653	529	710	924.143	457	772.039	687	731	536.635	507	913	715.001	603.066	415.142	483.015	535.169	799.091	763.074	894
ENSG00000179593	21	22	19	12	10	65	29	43	39	9	48.017	28	16	18.001	19	6	35	31	23	20	25
ENSG00000179598	350.204	360.461	363.042	366.117	294.165	560.057	314.502	524.522	469.808	91	460.608	335.803	33.254	36.107	6	63.963	70	23	54.87	28	34.367
ENSG00000179600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179603	488.001	416	252	508.001	275	472	313	438	291	110	410.999	264	46	44	46	87.003	67	31	66	55	105
ENSG00000179604	1947.249	2089.197	1703	1315.877	1824.001	2052.024	1760.176	2466.351	1889.09	1963.114	3167.632	1710.988	1759	1644	1453.072	1757.819	2142.893	1698.999	1485.696	1257.376	1615.029
ENSG00000179611	7.223	4.8	3.585	3.57	1.126	3.516	3.478	1.126	2.34	3.541	0	2.353	2.332	2.387	2.339	2.326	2.357	2.312	4.85	1.13	3.563
ENSG00000179615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179626	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179627	109	206	165	65	155.211	110	186	283	269	635.533	474	214.079	453	514	414	259.011	369	344	529	485	580
ENSG00000179630	851.239	1021.029	405.959	609.925	739.939	792.246	487.214	1301.273	812.787	404.85	516.246	677.085	399.071	459.96	234.985	494.928	474.925	465	449.008	379	383.918
ENSG00000179632	11865.731	12100.09	9856.514	9309.375	10050.636	10982.284	11125.017	15181.008	12355.965	9894.737	10784.127	9969.044	10915.213	9349.758	8924.362	9550.074	10414.796	10057.73	8610.766	7937.876	9150.985
ENSG00000179636	7	6	4	3	0	4	2	3	5	8	11	2	3	2	4	5	0	1	5	1	1
ENSG00000179639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179673	75	82.053	146	64	94	93	70	122	129	78	67	86	50	48	48	55	111	81.036	44	84	115
ENSG00000179674	2	4	2	0	0	0	0	1	3	0	0	0	0	0	0	2	0	3	0	0	0
ENSG00000179695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179698	119.004	164.002	190	81	84.003	135	74	223	173	36.999	124	70	4	10	6	50	38	24	108.001	54.999	84
ENSG00000179709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179715	441.101	470.999	425	439	560.11	802	739.001	920.052	753	775	296	623	871	520.07	587.094	557.714	589	634	456	480.001	539.008
ENSG00000179750	1157.699	1166.173	500.108	766.993	536.346	1782.44	1012.867	1796.948	1678.004	921.615	3659.922	917.061	1229.96	720.43	367.862	740.574	757.717	539.792	657.324	545.673	629.428
ENSG00000179751	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179761	3507.962	4084.959	3550	2834.147	3281.176	6301.445	2745.325	5267.669	5555.976	2327.001	3790.551	3412.367	2821.287	2374.281	3049.709	3848.264	6063.637	2853.816	2620.082	2741.39	2311.026
ENSG00000179766	13.002	25.012	10	12.002	5	11.001	4.001	16.009	20.001	6	16	0	8	9	1	7.999	4	5.213	10.01	4	4.002
ENSG00000179772	28	46	24	22	27	81	14	41	18	6	39	15	6	1	3	1	0	2	0	4	3
ENSG00000179774	45	85	63	43	49	73	22	34	39	25	39	36	21	10	20	21	27	30	10	6	17
ENSG00000179776	101	106.001	112	56	94	141.999	84.001	147	115	14	46.999	137	17	4	4	45	68	11	9	12	5
ENSG00000179796	205	265	179.001	185	198	761.999	269	281	190.106	510.018	145.001	141.018	953.042	672	863.1	363.999	313.001	548.006	855	890.004	804.023
ENSG00000179799	9	1	0	5	3	5	4	7	8	7	15	7	10	8	2	3	1	2	5	14	5
ENSG00000179813	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
ENSG00000179817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000179820	20080.679	14103.825	13903.794	19362.277	9331.968	8288.262	5973.882	11569.317	13729.471	6261.631	11673.361	9465.601	7252.721	6846.355	6548.624	9651.753	8806.753	11730.478	9800.38	7302.262	6848.223
ENSG00000179826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000179832	1564.052	2127.015	1720.999	1468.109	1998.879	2058.115	1536.659	2738.06	2122.399	2021.292	2786.59	1865.999	1562.025	1763.001	1083.065	1542.795	1750.003	1369	1668.001	1489.815	1459
ENSG00000179833	1390	1164.287	812.037	1208.028	1111	1444	1035	1913.388	1327.235	1131	1653.179	1036	1231.027	1193.314	819	823.079	721	1008	1034	839.004	1160.09
ENSG00000179841	531.035	633	595	381	462	345	511	685.106	624.131	538	459	635	582	414	441.131	501.082	507	583.025	469	483	643.003
ENSG00000179846	35	26	15	48.007	29	76	20	77	42	16	65	20	21	39	3	8	9	9	43	20	13
ENSG00000179855	277	235	154	245	210	495	209.001	334.035	386.044	136	385	236.021	185.001	69	72	121	141	103	153	110.037	85
ENSG00000179859	67	59	78	50	79	143	50	117	102	83.028	203	66	108	72	52	49	114	78	138	59	72
ENSG00000179862	1280.14	1461.133	1174	977	1218.446	1265.23	1419.348	2107.005	1773	1199.337	1340.642	1530.768	1166	770	581	648.031	862.134	1180.008	832	1070	1160.491
ENSG00000179869	10	10	11	4	7	4	5	12	11	0	15	6	6	4	9	13	6	30	6	2	1
ENSG00000179873	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	6	15	1	4	1	0
ENSG00000179886	162	575	834	133	546	541.004	787	617	623.009	880	723.002	735	687.082	545	649	450	554	594	582	579	737
ENSG00000179889	1405.803	1341.127	1094.59	1022.475	1177.989	1105.902	6888.221	10341.581	7782.021	6272.053	7768.827	6863.829	9186.693	8212.536	7185.804	3994.419	4744.85	3646.567	1295.194	1154.267	1318.613
ENSG00000179899	10713.85	9542.922	9721.595	8561.646	10334.013	9624.552	9437.722	21559.425	15595.555	6443.958	9787.845	11708.418	5883.424	10382.927	5640.424	5454.925	7094.92	4233.612	4517.985	3077.168	3180.474
ENSG00000179902	0	1	0	2	3	0	0	4	1	0	2	3	0	0	0	0	1	0	0	0	0
ENSG00000179909	1133.192	1143.168	1261	938	1025	1531.004	1350.529	1366.036	1006.246	1705.052	1745.246	1287.124	1427	1693.905	1266.117	1134.51	1459.57	798.201	2053.114	1466.23	1545.023
ENSG00000179912	4504.991	4011.967	2061.653	4159.681	4145.63	4316.437	3647.346	6084.788	4128.024	3908.441	6328.371	3600.453	4561.874	5307.707	3492.888	2372.689	2663.083	3448.502	4586.445	3642.567	4410.281
ENSG00000179913	120	138	76	88	134	134	117	298	186	113	259	178	122	117	29	102	119	68	68	37	60
ENSG00000179914	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	3	5	2	0	0	0
ENSG00000179915	1701.009	1338.196	888	1381.2	1317.043	2253.265	1142.003	2366.04	1514.022	813.333	1466.973	1406.648	484.001	483	356	740.001	803	671.002	1010.001	725	743.392
ENSG00000179918	5106.877	6984.644	6661.427	4225.415	5684.808	7083.167	5246.535	6794.74	6183.139	5012.395	5534.432	6815.677	4902.297	4623.342	4560.424	5896.968	7990.252	6421.182	4194.032	4101.425	4607.663
ENSG00000179919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179921	13	27	10	10	23	42	20	55	40	5	40.481	40	10	30	17.006	12	20	25	5	16	6
ENSG00000179922	318	507	683	246	396	773	625.062	575	641	622.834	1002	650	470	433.036	509.348	539.543	755	601	587	596.31	537.223
ENSG00000179930	5	13	48	5	9	34	10	16	35	3	25	23	7	10	14	18	7	24	7	10	10
ENSG00000179933	5876.248	7433.116	5495.353	5065.963	6287.365	6728.552	7072.328	9462.564	7989.336	6237.336	5372.183	5787.714	6375.007	4432.264	4164.915	5208.045	5438.892	6387.21	4201.029	4479.458	5111.705
ENSG00000179934	2	8	7	4	1	9	3	6	3	2	6	4	0	2	4	1	5	5	0	1	1
ENSG00000179938	2.374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.141	0	0	0
ENSG00000179941	2457.751	2099.25	1353	1744	2063.042	2136.528	2019.114	2822.038	2172.726	1855	2660.256	1870	1860	1947.044	1151.589	1459	1595	1607.229	2019.069	1350.297	1591.454
ENSG00000179943	1430.006	1540.463	1611.107	1199.955	1533	1454	1734.018	2067.093	1691	1445.854	2008.08	1496	1207.464	953.019	795	873.002	812.078	689.001	1148.096	1043.007	1055.001
ENSG00000179950	11414.445	11162.053	8653.941	7727.607	10848.33	9350.829	11926.083	15801.671	12088.207	10315.188	9398.45	10769.289	9184.715	8702.329	8640.574	8593.037	10461.478	10347.599	7975.891	7454.867	9581.759
ENSG00000179954	124	93	153	109	125	195	112.003	242.219	139	162.005	610	146	49	174	88	159	183.073	95	99	87	68
ENSG00000179958	2952.183	3766.554	3299.295	2512.208	2448.495	3037.795	2824.448	4465.431	4434.448	2872.438	2906.572	3102.794	2722	2286.691	2552.769	3648.151	4186.492	4618.352	2806.366	2993.546	3677.356
ENSG00000179965	541.117	549	655.076	440	654.999	586.999	1000.055	1116.138	926.695	620	1052	786.001	778	499.983	397.999	569.129	516.001	542.008	614.035	515.094	575
ENSG00000179967	16.614	9.382	5.197	14.628	3.125	8.392	3.115	16.808	6.25	18.651	18.815	7.299	15.546	13.539	4.162	8.327	16.682	5.175	3.102	7.327	4.135
ENSG00000179978	0	84.418	0	0	52.832	61.278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179981	65	44	32	78	79	179	66	107	69	723.055	20	26	1035.549	746	535.035	292	270.001	379.039	711	596.056	833
ENSG00000179988	306.124	283.998	274	232.001	249	406.999	422	446	404.001	349.999	671	372	256.999	188	226	187	223.001	236.081	284.999	268	223.001
ENSG00000179994	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	2	0
ENSG00000179997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180008	3347.389	4053.205	2353.001	2428.086	3689.671	4911.614	2956.042	5232.091	3763.612	3545.919	5780.896	3134.434	3431.02	5408.874	3769.175	3180.722	3910.447	3086.73	3436.936	3102.488	3282.016
ENSG00000180011	833.067	627.008	454	715.118	806.269	1342.411	767.147	1332.666	757.305	2728.164	742.016	619.01	3626.87	2448.18	1688.396	1034.019	973.293	1441	2617.457	2229.564	2863.556
ENSG00000180015	13.4	20.312	33.759	27.034	21.632	14.663	4.353	12.391	6.758	4.229	6.732	3.34	0	0	0	23.613	33.313	23.54	0	0	0
ENSG00000180016	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSG00000180019	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
ENSG00000180035	1944.488	3131.893	5048.007	1433.38	3234.881	3356.685	4215.964	4293.538	3631.047	3615.483	4598.309	4587.621	3180.252	2467.031	3700.623	3420.584	3586.206	3212.44	2595.167	2976.551	3351.7
ENSG00000180042	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000180043	3	0	0	2.082	0	0	1	3.148	1.062	3.56	27.009	0	1.134	0	1	1.165	1	0	0	0	2
ENSG00000180044	157	132	88	123	54	54	65	137.05	123.065	37	93	83	26	29	11	33	33	33	3	5	28
ENSG00000180053	3	4	4	2	1	5	4	14	13	4	3	3	2	0	4	0	2	4	1	0	1
ENSG00000180061	7	4	5	2	6	3	0	12	4	1	26	3	5	2	0	3	9	9	4	6	2
ENSG00000180068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180071	322.299	318.553	237.288	278.995	352.59	359.181	338.272	584.469	460.605	299.798	354.401	334.281	144.917	264.114	171.563	174.493	224.905	253.597	146.452	180.337	180.891
ENSG00000180083	1	2	1	1	0	0	0	0	1	1	0	0	0	1	1	0	1	3	1	1	1
ENSG00000180089	133	131	197.999	115	189	169	140	221	173	182.01	301.016	205	178	189.999	198	197	247.307	172	237	236	194.011
ENSG00000180090	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	9	3	2	0	0
ENSG00000180096	101	117	61	88	93.769	109.001	87	164	120	75	103	71.051	93	100	63.999	59	81.037	70	79	61	63
ENSG00000180098	1564.245	1766.994	1638.277	1364.662	1391.002	1837.836	1722.386	1887.085	1715.005	1497.382	2090.652	1484	1802	1276.112	1189.438	1271.224	1464.165	1383.576	1258.839	1272.38	1401.327
ENSG00000180104	2321.994	2906.992	3215.107	1838.023	2785.065	2776.361	3452.724	3860.145	3130.326	3087.57	2940.208	3229.239	2594.937	3023.805	2801.594	2983.808	3222.221	3001.989	2879.21	2628.972	3205.558
ENSG00000180105	0	0	0	0	0	0	0	0	4.107	0	0	0	1.035	0	0	0	0	0	0	0	0
ENSG00000180113	6	4	6	10	13	35	11	21	15	9	10	9	3	12	9	6	9	3	2	1	3
ENSG00000180116	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	4	10	2	2
ENSG00000180138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180152	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0
ENSG00000180155	2714.861	2773.083	1421.844	2138.963	1684.871	2753.014	1007.037	1823.617	1443.349	882.841	3196.686	1295.901	908.001	733	427.993	398.12	319	451.088	831.971	577.928	523.968
ENSG00000180172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180176	9	2	4	6	2	21	0	0	3	1	2	2	2	3	3	5	1	1	1	0	1
ENSG00000180178	180.999	167	120.245	66	67.975	82	70.844	92	70	1	11	2	0	6	7	67	41.001	19	37	37	29
ENSG00000180182	11582.804	10522.746	8836.372	10076.87	12118.522	8847.487	11172.965	17822.967	14060.803	12510.831	29220.952	10295.469	10270.189	14452.031	9805.601	9837.298	11233.032	8953.305	11327.106	8638.791	11186.234
ENSG00000180185	1037	1871.955	2252.999	741	1895.107	2056.971	1406.852	1372.06	1227.944	1303.894	1255.465	1534.085	1074.622	818.003	1019	1389.93	1429.058	1350.044	1374.11	1790.11	1676.339
ENSG00000180189	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000180190	11725.111	10946.455	8685.228	9361.532	6452.858	8226.066	5423.345	10564.784	9244.739	5804.143	9056.285	7636.296	6437.783	5915.135	4177.301	5363.878	6030.525	6144.015	7119.813	5714.352	5362.776
ENSG00000180198	9337.984	10477.445	10937.092	7280.208	10396.164	9213.968	16467.699	18260.803	13351.643	14949.994	10357.357	13790.105	13240.24	11770.977	14401.838	11256.698	10982.203	11929.459	11279.528	11342.283	13652.05
ENSG00000180205	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180209	83	129	104.001	67	117	149	176.311	132	89	70	82.736	107	3	30	11	22	35	38	16	15	4
ENSG00000180210	11	8	8	10	12	12	10	14	11	8	7	3	24	5	8	4	10	6	7	9	1
ENSG00000180211	1	1	2	2	0	0	1	1	2	1	2	0	0	0	2	0	0	0	1	0	1
ENSG00000180219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180228	5645.867	5763.444	4031.004	4638.678	5367.159	5676.115	6106.777	8511.451	6496.839	4985.453	6186.486	5183.25	5064.043	4159.329	3992.167	4529.674	4672.959	4796.563	4431.886	4222.186	4913.751
ENSG00000180229	177.125	220.957	243.838	156.922	366.945	369.39	576.79	552.815	368.216	575.379	452.797	431.074	366.396	548.25	357.361	1263.186	1917.952	902.609	439.067	224.512	380.592
ENSG00000180230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180233	1570.888	1594.419	1311	1263.267	1345.003	1366.53	2205.029	2851.181	2414.495	1593.188	2108.418	1679.176	1802.242	1994.258	1286.164	1358.257	1636.019	1410.989	1851.077	1267.871	1622.332
ENSG00000180245	23	23	16	15	18	9	10	32	21.899	8	16.005	19	6	18	3	16	11	6	11	13	10
ENSG00000180251	0	1	2	0	2	0	0	0	1	0	1	1	0	0	8	3	2	14	0	4	1
ENSG00000180257	660.697	912.134	609.426	484.118	758.092	702.136	713.01	1128.213	819.306	753.104	842.409	727	910.763	794.454	715.92	708.152	774.219	757.298	702.093	602.924	718.84
ENSG00000180263	5162.194	5630.246	2757.028	4330.222	4373.202	5505.113	4879.868	6260.202	4492.473	5852.229	6205.73	3962.593	6357.839	6175.258	5378.803	4083.963	3926.297	4211.253	4420.525	4011	5401.498
ENSG00000180264	10	27.001	24	16	13	24	14.001	41	33	7	68.001	21	11	1	11	17	15	18	14	19	10
ENSG00000180269	13	21	7	12	16	40	18	49	29	15	60	43	24	13	3	2	6	16	11	11	20
ENSG00000180279	6	6	9	5	8	7	5	16.001	4	10.999	16	12.999	15.999	8	4	5.999	6	11	16	9	11
ENSG00000180284	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180287	389	594.067	578	306	455.024	534.182	456	736.002	756.161	470.058	665.077	560	330.001	243	217.63	712.948	557	680	375.869	418.036	474.012
ENSG00000180304	28354.898	25202.957	20978.711	23670.796	28727.177	33158.698	29252.316	42823.496	30134.988	25825.688	26286.048	26941.703	23858.792	23145.619	22972.19	21084.275	26434.203	22316.378	22822.38	21634.098	25223.159
