JL	Control_1	Control_2	Control_3
ENSG00000196867	898.144	1084	973.342	860.147
ENSG00000196872	5	2	0	0
ENSG00000196873	669.597	1943.1	1057.376	1641.824
ENSG00000196876	1729	5332.4	5353.118	3676.182
ENSG00000196878	193	835.019	607	466.008
ENSG00000196890	5	4	9	5
ENSG00000196900	0	0	0	0
ENSG00000196911	851.001	845.002	766.001	763.675
ENSG00000196912	259.069	799.65	564.252	634.158
ENSG00000196914	13780.071	24405.746	16169.035	17202.961
ENSG00000196917	13	16	0	1
ENSG00000196922	1456.002	2390.885	1653	1426.089
ENSG00000196923	6603.089	25575.071	21002.185	19955.301
ENSG00000196924	145910.874	310892.306	293902.496	357753.564
ENSG00000196932	45	163	50	263
ENSG00000196933	0	0	0	0
ENSG00000196935	4676.596	6372.785	2576.003	2908.248
ENSG00000196937	9118.934	9308.982	6693.605	14790.723
ENSG00000196943	2433.319	4233.043	3312.699	3040.13
ENSG00000196944	0	0	0	0
ENSG00000196946	0	0	0	0
ENSG00000196950	2585.261	6329.35	5840.715	2778.195
ENSG00000196954	3034.733	4983.574	2169.416	2171.284
ENSG00000196961	9939.237	16900.586	11204.377	9790.462
ENSG00000196967	825.309	1254.996	992.248	785.742
ENSG00000196968	2156.008	2606.183	2161	2351.741
ENSG00000196970	0	0	0	0
ENSG00000196972	111	31	31	8
ENSG00000196975	12058.543	10505.294	9509.946	9050.695
ENSG00000196976	612	416.513	523	475.015
ENSG00000196981	729.11	811.062	721.451	602.165
ENSG00000196990	0	0	0	0
ENSG00000196993	10.593	9.158	15.102	17.511
ENSG00000196998	4083.911	5391.307	5576.631	4038.291
ENSG00000197006	13217.916	18527.995	11165.244	9232.286
ENSG00000197008	255.001	322.999	216	180.011
ENSG00000197013	372	507	617	384
ENSG00000197016	679.106	867	821.431	877.976
ENSG00000197019	785	2007.998	1963.369	1660.001
ENSG00000197020	295.003	520.478	315.91	259.985
ENSG00000197021	905.261	1466.979	1420.131	1279.508
ENSG00000197023	0	0	0	0
ENSG00000197024	1309.041	1285.015	1107.002	795.191
ENSG00000197037	775.023	1031	766.002	814.358
ENSG00000197038	0	0	0	0
ENSG00000197043	28752.461	48747.84	39142.191	61457.588
ENSG00000197044	420.217	633	753	554
ENSG00000197045	8629.463	14475.987	12862.167	11247.366
ENSG00000197046	56	182	51	58
ENSG00000197050	496	479	384.185	335
ENSG00000197054	71.627	153.745	167.325	80.505
ENSG00000197056	747.023	1461.001	1112	1016.999
ENSG00000197057	0	0	0	0
ENSG00000197061	6	3	5	5
ENSG00000197062	997.575	1637.576	1079.385	937.072
ENSG00000197063	4915.632	4701.46	3979.004	4143.347
ENSG00000197067	0	1	0	0
ENSG00000197070	587.215	1212.526	1335.999	979
ENSG00000197077	195	277	160	431.999
ENSG00000197079	0	0	0	0
ENSG00000197081	36444.373	12120.586	14339.693	13548.723
ENSG00000197083	436.001	573	13	143
ENSG00000197084	0	2	0	0
ENSG00000197092	0	0	0	0
ENSG00000197093	1394.317	1101.009	559.163	834
ENSG00000197102	32144.827	55367.821	44899.051	44629.493
ENSG00000197106	39	1261.392	78	117.011
ENSG00000197110	0	0	0	0
ENSG00000197111	33262.276	33530.215	24868.199	22781.172
ENSG00000197114	1031.06	1751.694	1423.378	1424.664
ENSG00000197119	1753.986	950.086	1037.011	802.025
ENSG00000197121	1853.031	2173.341	1680.163	1514.387
ENSG00000197122	3579.621	6299.066	4797.879	3876.982
ENSG00000197123	0	0	0	0
ENSG00000197124	101	309	264	178.001
ENSG00000197125	0	0	0	0
ENSG00000197128	729.46	895.315	676.456	614.714
ENSG00000197134	53	38	40	63.999
ENSG00000197136	2721.058	5710.578	3172.079	2890.708
ENSG00000197140	147.486	86.078	62.299	2.695
ENSG00000197142	270	153	51	48
ENSG00000197147	174	176	32	35
ENSG00000197149	0	5	0	1
ENSG00000197150	1650.308	2267.962	1782.148	1693.525
ENSG00000197153	0	3	0	0
ENSG00000197157	19359.919	26031.804	20992.778	21282.399
ENSG00000197161	0	0	0	0
ENSG00000197162	730.999	708.018	729.527	510
ENSG00000197165	4	0	0	3
ENSG00000197168	24	7	4	10
ENSG00000197170	2965.815	6227.301	4716.135	4575.075
ENSG00000197171	0	0	0	0
ENSG00000197172	0	1	0	0
ENSG00000197177	0	0	0	0
ENSG00000197181	227	61	14	1
ENSG00000197183	491.214	1235	1250.126	780
ENSG00000197185	0	0	0	0
ENSG00000197191	37	30	33	12
ENSG00000197208	240	1013.218	923.188	444
ENSG00000197213	3	1	3	0
ENSG00000197214	0	0	0	0
ENSG00000197217	4822.618	9387.317	7946.062	7000.729
ENSG00000197223	1587.343	2155.778	2388.226	1731.407
ENSG00000197226	12839.004	16794.404	11612.5	11141.939
ENSG00000197233	5	3	4	1
ENSG00000197238	27	26	36	47
ENSG00000197241	0	0	0	0
ENSG00000197245	0	1	1	0
ENSG00000197249	0	25	6	15
ENSG00000197253	0	0	0	0
ENSG00000197254	0	0	0	0
ENSG00000197256	16115.283	21697.694	12400.182	17583.089
ENSG00000197258	32.723	16.204	19.914	17.709
ENSG00000197261	0	1	0	0
ENSG00000197265	2301.491	3151.605	2315.778	2425.087
ENSG00000197272	0	0	0	0
ENSG00000197273	0	0	0	0
ENSG00000197275	159.871	1386.097	278.487	565.848
ENSG00000197279	28	32	27	17
ENSG00000197283	1757.107	3267.402	1598.463	1080.264
ENSG00000197296	1252.042	1937.506	1689.597	1601.005
ENSG00000197299	76	1077.275	80	463.165
ENSG00000197302	1125.824	1200.007	934	1008.154
ENSG00000197309	0	0	0	0
ENSG00000197312	3640.214	2673.971	2559.268	2173.764
ENSG00000197320	0	0	0	0
ENSG00000197321	4375.209	3595.803	951.049	6269.331
ENSG00000197323	2598.639	3906.222	2803.485	2948.922
ENSG00000197324	25183.168	33570.429	37040.372	22123.841
ENSG00000197329	582	350	296.005	296
ENSG00000197343	4859.073	8122.51	6037.12	5471.379
ENSG00000197345	994	1214.246	1296.995	1168.307
ENSG00000197353	0	0	0	0
ENSG00000197355	7041.578	1606.001	2024.327	2123.046
ENSG00000197358	1	1	0	2.031
ENSG00000197360	0	8.263	0	0
ENSG00000197361	100	31	44	84
ENSG00000197362	333.002	353	342	230
ENSG00000197363	223.999	247.004	308.001	175
ENSG00000197364	0	0	0	0
ENSG00000197372	275.999	522.027	348.999	410.001
ENSG00000197375	234.298	254	333.001	207
ENSG00000197376	0	0	0	0
ENSG00000197380	1428.471	1386.271	1077.728	708.031
ENSG00000197381	2410.669	3405.126	4150.907	2128
ENSG00000197385	39	64	21	62
ENSG00000197386	3863.696	6217.215	5531.356	4860.152
ENSG00000197403	0	0	0	0
ENSG00000197405	7	79	70	55.001
ENSG00000197406	0	3	0	0
ENSG00000197408	0	0	1	0
ENSG00000197409	0	0	0	0
ENSG00000197410	80	2	17	7
ENSG00000197415	333.998	2225.294	2432.001	1173.002
ENSG00000197416	0	0	0	0
ENSG00000197417	396	985.781	667	655.054
ENSG00000197421	0	0	0	0
ENSG00000197428	0	0	0	0
ENSG00000197429	665	1035	837.253	783.002
ENSG00000197430	0	0	0	0
ENSG00000197437	0	0	0	0
ENSG00000197442	595	1878.045	654	1652
ENSG00000197444	2	18	2	4
ENSG00000197446	0	0	0	0
ENSG00000197448	5008.013	6875.978	5054.99	5402.162
ENSG00000197451	8981.286	19822.181	11813.999	13247.589
ENSG00000197454	0	0	0	0
ENSG00000197457	469.543	2000.072	4825.782	239
ENSG00000197461	466.965	302	715.007	708
ENSG00000197465	125.26	445.963	491.668	73
ENSG00000197467	1284.028	3052.611	3500.739	1184.755
ENSG00000197468	0	0	0	0
ENSG00000197471	0	0	2	3
ENSG00000197472	12	119	30	53
ENSG00000197475	0	0	0	0
ENSG00000197476	0	0	0	0
ENSG00000197479	26.073	19.09	63.018	16
ENSG00000197483	275	505.085	233	268.999
ENSG00000197487	0	0	0	0
ENSG00000197496	11400.204	5752.929	6289.224	4187.298
ENSG00000197497	172	220	210	146
ENSG00000197498	2724.81	2785.915	1369.121	1754.676
ENSG00000197506	21	41	36	51
ENSG00000197520	0	0	0	0
ENSG00000197530	2377.25	2535.891	2690.859	1891.478
ENSG00000197532	0	0	0	0
ENSG00000197535	3758.311	9657.382	5692.284	7888.421
ENSG00000197540	1	3	0	1
ENSG00000197548	1946.809	3170.331	1942.128	1890.13
ENSG00000197549	0	0	0	0
ENSG00000197550	0	6	0	2
ENSG00000197555	2590.16	11950.198	6534.287	15220.309
ENSG00000197557	533.944	968.3	465.983	630.169
ENSG00000197558	28	10	7	12
ENSG00000197561	0	0	0	0
ENSG00000197562	838.128	1857.27	1079.51	891.007
ENSG00000197563	2442.74	4001.023	3607.604	2800.309
ENSG00000197565	1	5	0	64
ENSG00000197566	480	388	332	346
ENSG00000197568	435.914	451.088	228	196.007
ENSG00000197575	0	0	0	0
ENSG00000197576	110	348	219	37
ENSG00000197579	2535.004	3617.595	2193.768	2129.091
ENSG00000197580	41	35.999	34.001	20
ENSG00000197582	4.004	5.002	14.007	4.005
ENSG00000197584	47	1	0	0
ENSG00000197586	2854.47	4477.99	3166.24	3734.357
ENSG00000197587	3	0	0	0
ENSG00000197588	0	0	0	0
ENSG00000197591	0	0	0	0
ENSG00000197594	1565.059	25807.868	27981.896	3742.24
ENSG00000197599	54	4	7	0
ENSG00000197601	6186.657	13105.578	10430.422	10638.133
ENSG00000197603	2219.33	4318.405	2832.83	2864.857
ENSG00000197608	543.327	1036.743	1042.114	1078.192
ENSG00000197614	27452.315	48397.786	27061.287	76900.567
ENSG00000197616	0	0	0	0
ENSG00000197617	0	0	0	0
ENSG00000197619	613.017	663.999	608.999	419
ENSG00000197620	680.969	730.58	866.381	658.268
ENSG00000197622	4764.022	8043.932	8304.58	7240.38
ENSG00000197627	0	0	0	0
ENSG00000197629	0	0	0	0
ENSG00000197632	231	4929.721	632	489
ENSG00000197635	66147.674	4578.512	4097.621	211
ENSG00000197641	0	0	0	0
ENSG00000197646	552.187	3696.193	3016.183	2857.162
ENSG00000197647	172	192	220	212
ENSG00000197651	0	0	0	0
ENSG00000197653	11.539	17.658	38	40
ENSG00000197658	0	0	0	0
ENSG00000197674	0	0	0	0
ENSG00000197683	0	0	0	0
ENSG00000197692	0	0	0	0
ENSG00000197694	22561.273	42605.655	37311.145	29890.221
ENSG00000197696	412	309.658	244	114
ENSG00000197702	22107.693	35394.512	29613.276	29177.03
ENSG00000197705	0	0	0	0
ENSG00000197706	0	0	0	0
ENSG00000197712	9368.189	19826.759	20003.837	17676.984
ENSG00000197713	3701.326	5478.961	3358.082	3701.921
ENSG00000197714	105	114	157.001	85
ENSG00000197721	0	0	0	2
ENSG00000197724	4332.072	4800.796	3469.916	3324.565
ENSG00000197728	10738.692	17043.322	12403.633	14416.072
ENSG00000197734	6	0	5	2
ENSG00000197744	7.003	15.001	22.022	3.001
ENSG00000197745	0	0	0	0
ENSG00000197746	177440.679	62502.147	93095.083	63018.623
ENSG00000197747	13411.701	18107.212	20173.184	29556.513
ENSG00000197748	14	9	12	6
ENSG00000197753	40	0	19	19
ENSG00000197756	67674.592	30152.343	66651.285	53143.512
ENSG00000197757	1255.101	711.8	832.845	3854.576
ENSG00000197763	888.004	800.063	912	945
ENSG00000197768	0	0	3	0
ENSG00000197769	200	65	22	3
ENSG00000197771	4584.531	9393.35	4471.503	5026.933
ENSG00000197774	608.012	841.046	1093	1122.207
ENSG00000197776	281	345.013	316.001	194
ENSG00000197779	452	616.006	473.001	468
ENSG00000197780	2893.033	3661.822	6381.74	3843.548
ENSG00000197782	682.229	1304.001	922.001	846.208
ENSG00000197785	1739.044	4761.504	3147.584	3435.884
ENSG00000197786	0	0	0	0
ENSG00000197790	0	0	0	0
ENSG00000197794	0	0	0	0
ENSG00000197798	2281.873	1681.516	1435.134	1249
ENSG00000197808	356.529	494.009	471	400
ENSG00000197816	194	146	349	60
ENSG00000197818	1130.001	2195.192	1759.427	1569.484
ENSG00000197822	38.054	35.616	191.065	39.311
ENSG00000197826	15	118.001	58.999	57.911
ENSG00000197837	19	44	53	19
ENSG00000197838	0	0	0	0
ENSG00000197841	869.953	906.075	771	527.42
ENSG00000197847	9	21	8	3
ENSG00000197849	0	0	0	0
ENSG00000197852	520.003	248.048	1127.32	547.004
ENSG00000197857	391.001	730	560	634.004
ENSG00000197858	5800.184	10387.133	8732.007	6178.78
ENSG00000197859	3	2	0	0
ENSG00000197860	1809.442	5786.737	4628.623	4170.071
ENSG00000197863	320	280	320	234.014
ENSG00000197866	0	0	0	0
ENSG00000197870	0	0	0	0
ENSG00000197872	95	26	70	158
ENSG00000197879	20861.943	62606.333	36064.089	50499.248
ENSG00000197882	0	0	3	0
ENSG00000197885	2919.76	1543.018	1503.067	1255
ENSG00000197887	0	0	0	0
ENSG00000197888	0	0	0	0
ENSG00000197889	1	9	3	0
ENSG00000197891	0	0	0	0
ENSG00000197892	2264.141	180	854.112	384
ENSG00000197893	0	0	0	0
ENSG00000197894	32878.857	15451.298	15840.502	18825.916
ENSG00000197901	0	0	0	0
ENSG00000197903	357.93	806.599	1057.627	293.926
ENSG00000197905	510	1467.23	713	998.985
ENSG00000197912	4380.05	6166.19	5554.148	5446.504
ENSG00000197915	1	0	8	3
ENSG00000197919	0	0	0	0
ENSG00000197921	0	0	0	0
ENSG00000197927	28.269	19.92	13.057	9.591
ENSG00000197928	1133.364	1541.009	797.999	986.109
ENSG00000197930	8040.25	8454.45	5959.219	6564.408
ENSG00000197933	194	340	265	236.369
ENSG00000197937	755	1105.317	804.999	626.999
ENSG00000197938	0	0	0	0
ENSG00000197943	154.269	43	12	9
ENSG00000197948	1339.053	2641.458	2531.137	1448.002
ENSG00000197951	597	635.001	558	551.003
ENSG00000197953	0	0	0	0
ENSG00000197956	42027.489	39679.786	66182.416	60010.207
ENSG00000197958	66260.687	36204.279	41879.503	44929.073
ENSG00000197959	338	243.001	124.001	155
ENSG00000197961	1096	761.008	847.165	716
ENSG00000197965	21108.259	19703.718	16378.715	12649.262
ENSG00000197969	3507.299	3383.16	3172.844	3708.326
ENSG00000197971	4436.462	1073	201	236
ENSG00000197976	2257.604	3345.091	2840	2569.904
ENSG00000197977	135	0	1	90
ENSG00000197978	32.727	38.005	586.231	559.322
ENSG00000197980	23.999	29	36	24
ENSG00000197982	1995.827	2882.654	3137.363	2383.502
ENSG00000197984	0	0	0	0
ENSG00000197990	0	0	0	0
ENSG00000197991	0	0	0	0
ENSG00000197992	0	0	0	0
ENSG00000197993	0	1	2	0
ENSG00000198000	3285.695	3575.324	2298.052	2454.202
ENSG00000198001	1779.006	2689.168	1931.714	1787.228
ENSG00000198003	57	47	3	22
ENSG00000198010	0	0	0	0
ENSG00000198015	2754.003	3889.035	3165.869	2908.663
ENSG00000198018	1696.349	2074.003	3138.686	2261.28
ENSG00000198019	0	0	0	0
ENSG00000198021	0	22.395	0	21.35
ENSG00000198022	0	0	0	0
ENSG00000198026	1156	1976.473	1584.292	1539.466
ENSG00000198028	22	55	20	40.039
ENSG00000198033	0	0	0	0
ENSG00000198034	53449.344	38773.407	38877.956	36151.881
ENSG00000198039	200	465.038	200	190.003
ENSG00000198040	2727.593	1888.725	1849.013	1524.146
ENSG00000198042	1874.002	3587.124	2473.002	2429.46
ENSG00000198046	741.002	517.999	511	370.001
ENSG00000198049	0	0	0	0
ENSG00000198053	8156.484	16210.816	15036.498	4673.78
ENSG00000198055	1146.147	2702.61	1600.439	1768.21
ENSG00000198056	227.531	1327.724	140	489.649
ENSG00000198060	3190.167	3962.827	3342.542	3296.866
ENSG00000198062	0	0	0	0
ENSG00000198064	100.144	108.749	78.18	76.432
ENSG00000198074	15	2	11	16
ENSG00000198075	6	0	0	0
ENSG00000198077	0	0	0	0
ENSG00000198081	859.536	1343.014	989	860.002
ENSG00000198083	0	0	0	0
ENSG00000198087	1816	4305.238	3542.127	3068.402
ENSG00000198088	4	0	0	0
ENSG00000198089	542	1561.129	649	855.996
ENSG00000198090	0	0	0	0
ENSG00000198092	0	0	0	0
ENSG00000198093	573	681.012	370.001	457.979
ENSG00000198099	0	1	1	0
ENSG00000198104	0	0	0	0
ENSG00000198105	1183	1329.999	1233.005	1148.999
ENSG00000198108	339.029	325	444.343	499.004
ENSG00000198113	472	2042.424	2245.665	426
ENSG00000198121	9652.401	18344.261	3667.054	8978.712
ENSG00000198125	0	1	0	8
ENSG00000198128	0	0	0	0
ENSG00000198130	1179.754	1439.051	1469.387	1298.979
ENSG00000198131	936.81	1612.014	1337.453	1060.736
ENSG00000198133	138	60.001	20	13
ENSG00000198134	0	0	0	0
ENSG00000198142	1716.726	4752.81	1158.032	1572.214
ENSG00000198146	4580.633	5127.264	4245.772	4339.694
ENSG00000198153	1	7	0	5
ENSG00000198155	37	97.002	70	71
ENSG00000198156	9.207	19.339	36.114	9.392
ENSG00000198157	248	291	358.98	236.001
ENSG00000198160	4512.614	5213.008	3901.082	4163.083
ENSG00000198162	6182.127	8209.566	6483.817	6316.352
ENSG00000198168	257.001	474	477.818	554
ENSG00000198169	1601.875	2073.366	2276.128	1406.91
ENSG00000198171	2796.272	2928.21	2977.517	1849.173
ENSG00000198173	0	0	0	0
ENSG00000198176	8744.436	19170.245	10268.113	11016.831
ENSG00000198178	0	0	0	0
ENSG00000198182	431	480	546.003	389
ENSG00000198183	0	0	0	0
ENSG00000198185	378.024	218.003	89.047	188
ENSG00000198189	3086.549	2783.632	2562.442	1713.002
ENSG00000198198	2620.144	4197.331	3414.97	3210.883
ENSG00000198203	20	0	0	0
ENSG00000198205	253.595	303.556	284.535	245.632
ENSG00000198208	7	48.999	17	43
ENSG00000198211	0	0	2.326	11.142
ENSG00000198216	0	2	0	4
ENSG00000198217	0	0	0	0
ENSG00000198218	4305.377	8383.281	4681.359	5140.12
ENSG00000198223	0	10	26	0
ENSG00000198225	12.051	24.035	35.118	23.08
ENSG00000198231	8645.133	13680.169	11348.327	10638.799
ENSG00000198237	20.968	48.003	12.146	55.975
ENSG00000198242	24097.921	15369.257	21739.201	16919.119
ENSG00000198246	508.373	549	526.001	288.009
ENSG00000198251	0	0	0	0
ENSG00000198252	2084.073	4165.746	2449.004	3019.531
ENSG00000198258	4180.434	3134.071	5827.719	5244.096
ENSG00000198261	0	0	0	0
ENSG00000198265	5140.454	4977.758	4233.83	4363.737
ENSG00000198270	327.001	477	385.001	271
ENSG00000198271	0	0	0	0
ENSG00000198276	1409.001	2774.338	1870.012	1778.2
ENSG00000198277	0	0	0	0
ENSG00000198283	0	8	0	1
ENSG00000198284	0	0	0	0
ENSG00000198286	0	0	1	3
ENSG00000198298	87.025	143	35	106
ENSG00000198300	234	29	4	6
ENSG00000198301	3081.748	4264.949	3267.966	2943.183
ENSG00000198312	0	1.985	0	0
ENSG00000198315	2824.872	4378.504	3682.441	3047.185
ENSG00000198324	770.962	1025.131	822	537
ENSG00000198326	0	0	0	3
ENSG00000198331	570	1883.305	804.001	695
ENSG00000198336	7	3	1	2
ENSG00000198342	62	95	97	81
ENSG00000198346	288.339	344.981	224.272	184.93
ENSG00000198353	564.931	416.433	477.156	1710.167
ENSG00000198354	55	1	1	1
ENSG00000198355	1468.089	1560.572	661.5	1137.051
ENSG00000198356	5807.908	6013.137	4419.486	4066.665
ENSG00000198363	35424.985	83709.734	51900.674	36608.152
ENSG00000198367	0	0	0	0
ENSG00000198369	4134.603	4322.397	2619.899	2821.967
ENSG00000198373	2102.687	4076.279	1963.453	3566.12
ENSG00000198380	8583.337	15988.462	18995.282	12874.164
ENSG00000198382	2227.319	1847.999	1555.506	1306.451
ENSG00000198390	0	0	0	0
ENSG00000198393	531	692	785.03	556.002
ENSG00000198398	0	0	0	0
ENSG00000198399	2514.212	3000.969	2047.388	2763.001
ENSG00000198400	11	4	17	0
ENSG00000198406	561.692	2181.464	229.493	1081.053
ENSG00000198408	8290.021	13261.172	10800.049	12452.816
ENSG00000198414	0	0	0	0
ENSG00000198416	136.31	134.894	27.26	25.669
ENSG00000198417	1	10	43	14
ENSG00000198420	10674.668	14668.073	8755.627	15549.978
ENSG00000198429	211	276	320.001	272
ENSG00000198431	22797.37	71978.468	57877.685	44767.501
ENSG00000198435	16	6	6	3
ENSG00000198440	422	451.03	437	336.999
ENSG00000198443	0	0	0	0
ENSG00000198445	0	0	0	0
ENSG00000198452	0	0	0	0
ENSG00000198453	666.999	867.998	1076	618.001
ENSG00000198455	898.006	1073.444	1132.654	806.368
ENSG00000198457	0	0	0	0
ENSG00000198464	1346.001	1525.751	858.25	1008.488
ENSG00000198466	1242.854	1813.052	1807.558	1506.308
ENSG00000198467	28044.59	123260.792	111747.271	151729.315
ENSG00000198471	0	0	0	0
ENSG00000198478	376	86	151	93
ENSG00000198482	339.66	372.745	336.177	267.027
ENSG00000198483	403.596	513	411.085	238
ENSG00000198488	0	0	0	0
ENSG00000198492	5258.285	6057.094	5195.922	4947.076
ENSG00000198498	1125.905	2325.775	1456.275	1684.002
ENSG00000198502	2	0	2	3
ENSG00000198513	1097	1575.999	2105	449
ENSG00000198515	1	0	0	0
ENSG00000198517	1927.35	3645.304	4279.684	3243.126
ENSG00000198520	84.001	24	35	35
ENSG00000198521	308.172	592.123	272.412	434.001
ENSG00000198522	2159.009	3021.47	1893.095	2405.271
ENSG00000198523	2	2	23	54
ENSG00000198526	0	0	0	0
ENSG00000198535	1	0	0	0
ENSG00000198538	822.001	1167.48	1000.166	776.01
ENSG00000198542	25208.621	45835.991	51390.46	70017.013
ENSG00000198546	819.155	1420.077	900.999	861.289
ENSG00000198547	0	0	3	0
ENSG00000198551	641	725.085	626	701.241
ENSG00000198553	4.364	25.878	9.604	35.231
ENSG00000198554	506	3203.41	644	1326.116
ENSG00000198555	0	1	1	0
ENSG00000198556	394	663.001	859.187	620.241
ENSG00000198561	12570.656	28200.781	18320.141	20867.757
ENSG00000198563	1.932	7587.601	0	12478.307
ENSG00000198569	0	0	0	0
ENSG00000198570	0	0	0	0
ENSG00000198573	0	0	0	0
ENSG00000198574	0	2	0	1
ENSG00000198576	18	93	16	175
ENSG00000198580	1	2	3	2
ENSG00000198585	3899.735	3678.049	3683.321	2602.273
ENSG00000198586	4081.144	5261.333	4535.878	3128.771
ENSG00000198589	2727.812	3512.593	2906.081	2261.02
ENSG00000198597	528	1937.93	902	235
ENSG00000198598	1508.001	1813.034	2004	1590.346
ENSG00000198601	0	0	0	0
ENSG00000198604	3301.418	5183.801	3295.72	3608.08
ENSG00000198610	0	0	0	0
ENSG00000198612	8181.132	8343.647	8329.878	5242.626
ENSG00000198618	65.404	53.183	52.073	93.985
ENSG00000198624	919.093	137	63	82
ENSG00000198625	1429.027	1787	1565	1691.81
ENSG00000198626	4	0	18	350.003
ENSG00000198633	0	0	0	0
ENSG00000198642	5368.288	6451.881	4896.081	5213.447
ENSG00000198643	0	5	0	0
ENSG00000198646	3661.857	4672.149	3147.246	3232.124
ENSG00000198648	1952.252	3416.79	2616.071	3537.507
ENSG00000198650	0	0	0	0
ENSG00000198658	0	0	0	0
ENSG00000198663	15204.55	15745.089	12600.504	9891.224
ENSG00000198668	19062.778	43382.547	40204.424	37480.538
ENSG00000198670	0	0	0	0
ENSG00000198673	105	19	12	29
ENSG00000198674	0	0	0	0
ENSG00000198677	9473.563	13244.208	9934.633	10974.767
ENSG00000198678	0	0	0	0
ENSG00000198680	835.033	1235	876	1106.033
ENSG00000198681	0	6	0	0
ENSG00000198682	3465.586	14340.892	12624.136	5923.545
ENSG00000198689	2250.998	3279.095	2813.918	2244.483
ENSG00000198690	847.326	3235.749	1602.207	1367.705
ENSG00000198691	16	78	15	48
ENSG00000198692	985.159	1779.143	1634	1644.999
ENSG00000198695	3905.116	3368.397	4722.267	3721.003
ENSG00000198700	6675.191	12688.658	5746.985	6815.865
ENSG00000198703	0	0	0	0
ENSG00000198704	0	0	0	0
ENSG00000198707	1829.36	2565.234	1638.001	1701.978
ENSG00000198712	154579.682	422454.622	178307.22	193616.476
ENSG00000198715	7006.446	4770.411	3639.614	2900.206
ENSG00000198718	2222.019	2097.369	1494.775	1074.972
ENSG00000198719	65.393	79	3.626	36
ENSG00000198720	804.999	592.999	420	365
ENSG00000198721	3140.176	6522.137	4432.465	3726.245
ENSG00000198722	3540.703	4375.328	4542.925	3479.074
ENSG00000198723	1	0	1	0
ENSG00000198727	111874.286	158121.033	117802.999	93085.054
ENSG00000198728	3995.527	5940.657	5250.828	3613.092
ENSG00000198729	31	228	84	23
ENSG00000198730	5257.675	7624.365	5595.221	4851.968
ENSG00000198732	12	444	15	76.052
ENSG00000198734	0	0	0	0
ENSG00000198736	1185.723	2249.82	2345.055	2310.515
ENSG00000198738	0	0	0	0
ENSG00000198739	0	0	0	0
ENSG00000198740	2057.64	1010.011	1149.124	958
ENSG00000198742	1667.011	4813.995	2626.035	3108.561
ENSG00000198743	12207.338	3771.462	8101.776	2243.319
ENSG00000198744	12.001	6	1	1
ENSG00000198746	744.531	880.008	725	522.235
ENSG00000198752	10801.128	17700.411	13533.989	12173.687
ENSG00000198753	544.694	1201.091	652.131	2674.721
ENSG00000198754	30.634	44.393	13.81	46.345
ENSG00000198755	48038.998	36224.203	36280.316	34327.342
ENSG00000198756	217	829.003	1418.477	243
ENSG00000198758	0	0	0	0
ENSG00000198759	593	76.018	0	2
ENSG00000198763	75819.252	142619.987	91289.966	51423.459
ENSG00000198765	0	0	0	0
